Entity,Code,Year,$10 a day - Number not in poverty,$6.85-$10 - Number in poverty,$3.65-$6.85 - Number in poverty,$2.15-$3.65 - Number in poverty,$2.15 a day - Number in poverty
Latin America and the Caribbean (PIP),,2017,333842936,104424072,118443895,43384779,29304633
Latin America and the Caribbean (PIP),,2018,342609849,104257838,117152498,42554460,28782943
Latin America and the Caribbean (PIP),,2019,349963041,103597669,116138354,41976245,29345022
Latin America and the Caribbean (PIP),,2020,347772254,110851625,118779341,41964773,26801119
Latin America and the Caribbean (PIP),,2021,342518095,109808610,123789633,42969868,31546842
Latvia,LVA,1993,751903,783557,928717,98700,413
Latvia,LVA,1995,1024803,737574,565824,156095,760
Latvia,LVA,1996,947775,754935,563751,147377,43384
Latvia,LVA,1997,905948,607836,696501,169114,53452
Latvia,LVA,1998,918436,659820,638950,150483,42330
Latvia,LVA,2002,1322743,517481,385627,67754,16568
Latvia,LVA,2003,1452192,484802,273624,63507,13830
Latvia,LVA,2004,1514803,395036,299054,47792,6437
Latvia,LVA,2005,1401225,451098,270659,62936,52881
Latvia,LVA,2006,1709038,301135,147671,26055,34458
Latvia,LVA,2007,1822196,229534,130345,17781,469
Latvia,LVA,2008,1787876,237790,133885,17180,591
Latvia,LVA,2009,1572985,325278,210893,24912,7601
Latvia,LVA,2010,1590081,258703,168350,44077,36344
Latvia,LVA,2011,1579312,249070,168139,42002,21186
Latvia,LVA,2012,1595054,227744,155369,34432,21720
Latvia,LVA,2013,1662201,187720,112592,26679,23455
Latvia,LVA,2014,1708089,143656,103234,23025,15778
Latvia,LVA,2015,1766240,114883,63889,19655,12860
Latvia,LVA,2016,1763716,105803,61148,16193,12677
Latvia,LVA,2017,1757822,96141,58426,14375,15484
Latvia,LVA,2018,1789794,78849,40334,11259,6938
Latvia,LVA,2019,1794052,69406,34915,10873,4576
Latvia,LVA,2020,1799511,54168,31160,6963,8647
Lebanon,LBN,2011,4785487,174695,81790,3084,0
Lesotho,LSO,1986,97139,85553,261193,318343,897565
Lesotho,LSO,1994,203777,123718,279673,276570,1026904
Lesotho,LSO,2002,40219,57484,217717,356968,1325146
Lesotho,LSO,2017,190725,221990,571660,482964,703278
Liberia,LBR,2007,43339,84928,495098,1071389,1937986
Liberia,LBR,2014,151208,285710,1344231,1566335,1171914
Liberia,LBR,2016,176273,345175,1333436,1551495,1299718
Lithuania,LTU,1993,326647,542228,1692066,877995,243677
Lithuania,LTU,1996,1722715,929237,774463,175198,0
Lithuania,LTU,1998,1844643,889509,700472,103257,11450
Lithuania,LTU,1999,1811974,912507,654503,134924,10330
Lithuania,LTU,2000,1665159,899961,767555,158279,8582
Lithuania,LTU,2001,1621720,911962,768636,148420,20080
Lithuania,LTU,2002,1615382,891406,778389,140544,17346
Lithuania,LTU,2003,2205023,679884,467244,56413,6649
Lithuania,LTU,2004,2284378,604586,418342,66646,3123
Lithuania,LTU,2005,2382110,443982,350633,86605,59198
Lithuania,LTU,2006,2713962,272460,189496,44190,49801
Lithuania,LTU,2007,2795944,238835,135017,18213,43285
Lithuania,LTU,2008,2511301,442747,207282,32123,4778
Lithuania,LTU,2009,2510529,329368,187437,64630,70952
Lithuania,LTU,2010,2421092,353559,224550,50558,47523
Lithuania,LTU,2011,2522509,293473,163763,27156,21214
Lithuania,LTU,2012,2492123,287177,148402,31753,28318
Lithuania,LTU,2013,2520952,265969,111461,38455,20852
Lithuania,LTU,2014,2515987,231294,107136,40943,37007
Lithuania,LTU,2015,2549966,216729,96447,20857,20911
Lithuania,LTU,2016,2579750,149287,76159,26594,36441
Lithuania,LTU,2017,2599366,104295,81576,14245,28921
Lithuania,LTU,2018,2626275,94583,43152,11618,25915
Lithuania,LTU,2019,2685804,62640,26453,3930,15310
Lithuania,LTU,2020,2706021,43561,27453,12554,5296
Luxembourg,LUX,1985,364966,893,847,0,0
Luxembourg,LUX,1986,367531,0,824,0,0
Luxembourg,LUX,1987,369913,0,837,0,0
Luxembourg,LUX,1988,373450,0,0,0,0
Luxembourg,LUX,1989,377100,0,0,0,0
Luxembourg,LUX,1990,381850,0,0,0,0
Luxembourg,LUX,1991,387000,0,0,0,0
Luxembourg,LUX,1992,392175,0,0,0,0
Luxembourg,LUX,1993,397475,0,0,0,0
Luxembourg,LUX,1994,401997,928,0,0,0
Luxembourg,LUX,1995,407741,884,0,0,0
Luxembourg,LUX,1996,413225,0,1000,0,0
Luxembourg,LUX,1997,418867,583,0,0,0
Luxembourg,LUX,1998,423760,940,0,0,0
Luxembourg,LUX,1999,430475,0,0,0,0
Luxembourg,LUX,2000,436300,0,0,0,0
Luxembourg,LUX,2001,441525,0,0,0,0
Luxembourg,LUX,2002,446175,0,0,0,0
Luxembourg,LUX,2003,448870,445,1958,33,324
Luxembourg,LUX,2004,456839,954,206,13,83
Luxembourg,LUX,2005,464112,379,245,261,161
Luxembourg,LUX,2006,471872,558,189,18,0
Luxembourg,LUX,2007,479685,176,27,0,105
Luxembourg,LUX,2008,486933,1169,548,0,0
Luxembourg,LUX,2009,496209,459,775,120,220
Luxembourg,LUX,2010,505428,230,1108,187,0
Luxembourg,LUX,2011,517136,124,369,109,609
Luxembourg,LUX,2012,529003,176,1448,87,232
Luxembourg,LUX,2013,541785,192,720,179,484
Luxembourg,LUX,2014,554267,460,488,326,778
Luxembourg,LUX,2015,564388,1373,1796,337,1710
Luxembourg,LUX,2016,575979,3195,2068,90,682
Luxembourg,LUX,2017,586976,4088,2993,591,1688
Luxembourg,LUX,2018,601668,2213,1768,569,1732
Luxembourg,LUX,2019,617547,859,848,120,627
Luxembourg,LUX,2020,630083,212,107,17,0
Madagascar,MDG,1980,359942,404274,1576829,2249493,4357624
Madagascar,MDG,1993,147449,180183,1005385,2149767,9537316
Madagascar,MDG,1997,107790,190179,1332487,2896277,10252170
Madagascar,MDG,1999,94824,257348,1523116,3336753,10518844
Madagascar,MDG,2001,286824,392779,1633482,2533320,11863260
Madagascar,MDG,2005,173103,206376,1427106,3037780,13947806
Madagascar,MDG,2010,166773,256256,1236632,2652925,17418467
Madagascar,MDG,2012,135248,283400,1324125,2682808,18540659
Malawi,MWI,1997,330227,323026,1185258,2529002,6145165
Malawi,MWI,2004,175047,174736,1037902,2476638,8547019
Malawi,MWI,2010,284612,274633,1311401,2777209,10070567
Malawi,MWI,2016,247361,301427,1667802,3747321,11441713
Malawi,MWI,2019,167196,343135,1553761,3584676,13218569
Malaysia,MYS,1984,6271359,2652784,3577673,1656197,528441
Malaysia,MYS,1987,6627061,2974378,4062364,1909811,459489
Malaysia,MYS,1989,6965635,3255184,4446188,1971299,381837
Malaysia,MYS,1992,8385476,3275189,4318182,2170664,377197
Malaysia,MYS,1995,9382221,3506453,4552644,2197116,498454
Malaysia,MYS,1997,11967271,3415973,4001766,1711627,152541
Malaysia,MYS,2003,13656926,4200972,4841752,1651043,388718
Malaysia,MYS,2006,16122719,4454080,4642303,1086152,204159
Malaysia,MYS,2008,17108490,4447562,4637703,1277839,192702
Malaysia,MYS,2011,21331584,4088166,3226135,497412,40836
Malaysia,MYS,2013,24943035,3217264,1799030,165239,10239
Malaysia,MYS,2015,26833208,2738634,1375422,115655,5914
Malaysia,MYS,2018,28896616,2404009,1037820,57253,3573
Maldives,MDV,2002,40228,43560,126932,62249,19315
Maldives,MDV,2009,93185,79597,113343,49743,13169
Maldives,MDV,2016,378277,51079,23737,1159,0
Maldives,MDV,2019,418156,66753,19599,0,0
Mali,MLI,1994,83522,109076,453059,860087,8206053
Mali,MLI,2001,181403,327711,1817798,2636497,6620415
Mali,MLI,2006,326887,525918,2250239,3752845,6767652
Mali,MLI,2009,157897,452432,2597212,4583552,7241542
Mali,MLI,2018,1580886,2214991,6538466,6566193,3033762
Malta,MLT,2006,396189,5767,962,315,2075
Malta,MLT,2007,397345,4800,1914,996,1669
Malta,MLT,2008,405285,1681,1436,531,446
Malta,MLT,2009,405074,3276,1912,440,1775
Malta,MLT,2010,409262,3327,815,195,909
Malta,MLT,2011,412324,1600,758,813,773
Malta,MLT,2012,415782,2402,691,659,494
Malta,MLT,2013,422721,2422,698,0,126
Malta,MLT,2014,431897,2044,506,111,0
Malta,MLT,2015,442237,1530,860,50,376
Malta,MLT,2016,452978,1019,531,409,419
Malta,MLT,2017,464609,1933,449,260,748
Malta,MLT,2018,481979,1279,255,616,501
Malta,MLT,2019,498159,2464,1201,702,1536
Malta,MLT,2020,509243,1792,769,2210,1318
Marshall Islands,MHL,2019,19225,11406,11363,2352,382
Mauritania,MRT,1987,80613,108278,412223,484102,765876
Mauritania,MRT,1993,81706,115165,444005,637648,958540
Mauritania,MRT,1995,168041,212766,766736,713121,519677
Mauritania,MRT,2000,238894,274708,858324,743975,579102
Mauritania,MRT,2004,243902,267793,982505,918267,534108
Mauritania,MRT,2008,399138,518042,1129323,803922,382911
Mauritania,MRT,2014,504809,772524,1558235,758152,249454
Mauritius,MUS,2006,635378,317336,246226,31260,3796
Mauritius,MUS,2012,725900,286678,210211,27914,5179
Mauritius,MUS,2017,849565,244331,148390,21016,1585
Mexico,MEX,1984,22120508,11829768,20778382,12656348,6104648
Mexico,MEX,1989,23513709,13597602,23692192,12166272,7263974
Mexico,MEX,1992,29498606,15001045,22793386,11429870,6270257
Mexico,MEX,1994,31996725,15164555,23107466,11589484,6456194
Mexico,MEX,1996,21026500,12627007,24464945,16893796,16574307
Mexico,MEX,1998,26986638,15473366,25969804,14109383,12228093
Mexico,MEX,2000,34389451,16332103,26313248,12104892,8733748
Mexico,MEX,2002,35850925,19339238,26600098,12477521,6649299
Mexico,MEX,2004,40414983,19741762,27183017,10420739,6185312
Mexico,MEX,2005,42857677,19462983,26160103,10060935,6900704
Mexico,MEX,2006,46500704,20669802,25702684,9575232,4438368
Mexico,MEX,2008,48199720,20045454,25543807,10014028,5881480
Mexico,MEX,2010,47081215,22592156,28500223,9274165,5084642
Mexico,MEX,2012,51640567,23118624,26827788,9724027,4444903
Mexico,MEX,2014,48324671,24949313,31218409,9853480,4410014
Mexico,MEX,2016,55947259,24765012,27791787,9108429,3906734
Mexico,MEX,2018,60032536,25465645,26904715,8350169,3260796
Mexico,MEX,2020,59789717,25199351,28493201,8610079,3905954
Micronesia (country),FSM,2005,25043,19619,36258,20524,9496
Micronesia (country),FSM,2013,12563,14785,37089,26764,17408
Micronesia (country) (urban),,2000,3275,2122,4522,4188,10838
Middle East and North Africa (PIP),,1990,45323985,41702468,83551887,45582774,14489769
Middle East and North Africa (PIP),,1991,43338403,38630826,86172089,52678831,16318754
Middle East and North Africa (PIP),,1992,46902048,40387833,90188121,51897888,13741766
Middle East and North Africa (PIP),,1993,49248948,42045444,93276032,51052452,12859256
Middle East and North Africa (PIP),,1994,50033342,42651509,96138563,52492622,12382184
Middle East and North Africa (PIP),,1995,48851268,42880657,98945258,54907257,13541951
Middle East and North Africa (PIP),,1996,51128238,44790727,101932319,53869399,12725293
Middle East and North Africa (PIP),,1997,55127851,47665806,103077213,51556439,12384950
Middle East and North Africa (PIP),,1998,62995803,51338886,101646286,47872601,11365024
Middle East and North Africa (PIP),,1999,67949073,53640284,101932208,46025284,11122612
Middle East and North Africa (PIP),,2000,75167816,55212847,101467197,44243761,10151742
Middle East and North Africa (PIP),,2001,78283622,55300532,102491224,45662156,10181204
Middle East and North Africa (PIP),,2003,76677974,54879721,112335814,48848044,9792942
Middle East and North Africa (PIP),,2004,88995126,58410778,106908203,45031619,9068909
Middle East and North Africa (PIP),,2005,95311808,59860257,107305761,43471906,8514033
Middle East and North Africa (PIP),,2006,97490997,60591134,110338116,43737500,8385968
Middle East and North Africa (PIP),,2007,103644010,62107568,110575246,42127715,8231553
Middle East and North Africa (PIP),,2008,108277294,64910926,110697991,40982145,8075976
Middle East and North Africa (PIP),,2009,112166845,67767676,112677723,39100767,7659563
Middle East and North Africa (PIP),,2010,119001726,71287590,113488018,36025827,6392083
Middle East and North Africa (PIP),,2011,126417443,74036047,111696613,33291076,7535853
Middle East and North Africa (PIP),,2012,127496468,76819176,114994530,32806506,7658621
Middle East and North Africa (PIP),,2013,128011983,78962658,116687445,34652870,8811949
Middle East and North Africa (PIP),,2014,130346059,80321523,117213744,36591554,10292743
Middle East and North Africa (PIP),,2015,132548268,80219042,111668506,37302364,20590935
Middle East and North Africa (PIP),,2016,138994234,78899931,109663574,38390558,23504311
Middle East and North Africa (PIP),,2017,140464503,76884590,107985740,38958614,31855829
Middle East and North Africa (PIP),,2018,139964304,76559746,108335218,39471997,38645236
Moldova,MDA,1997,294663,421869,1073116,764753,382012
Moldova,MDA,1998,196471,277234,903722,851954,705846
Moldova,MDA,1999,174792,163839,658851,951122,982018
Moldova,MDA,2000,105173,164760,763885,981735,909115
Moldova,MDA,2001,178573,236892,894846,929191,678633
Moldova,MDA,2002,279094,393120,1061000,783427,394744
Moldova,MDA,2003,404634,478057,1215263,642412,162832
Moldova,MDA,2004,383612,478775,1201981,641954,189701
Moldova,MDA,2005,311553,403323,1142904,717032,314173
Moldova,MDA,2006,1009021,664836,902152,248418,56540
Moldova,MDA,2007,1209493,732032,745702,159696,27376
Moldova,MDA,2008,1141100,752448,767769,180049,27467
Moldova,MDA,2009,1216889,702512,758032,168926,18854
Moldova,MDA,2010,1233814,767973,732906,115914,11747
Moldova,MDA,2011,1306612,781191,683829,82868,6199
Moldova,MDA,2012,1283464,837122,673576,62200,3962
Moldova,MDA,2013,1444459,812449,555979,45951,720
Moldova,MDA,2014,1394161,896233,543601,23820,0
Moldova,MDA,2015,1486011,848988,475677,24417,885
Moldova,MDA,2016,1387649,918876,466074,27558,3029
Moldova,MDA,2017,1398711,874621,461892,19965,0
Moldova,MDA,2018,1458794,853861,377732,16816,0
Moldova,MDA,2019,1464043,808613,381530,9275,763
Moldova,MDA,2021,1463809,774367,368193,8830,0
Mongolia,MNG,1995,184978,297359,889997,610505,347495
Mongolia,MNG,1998,28812,114232,683731,894126,684247
Mongolia,MNG,2002,203322,368278,985168,648172,289677
Mongolia,MNG,2007,702180,584580,933752,340960,44171
Mongolia,MNG,2010,721236,658074,981574,310731,30905
Mongolia,MNG,2011,859422,684299,958956,217754,23507
Mongolia,MNG,2012,1141284,700815,785657,151382,13211
Mongolia,MNG,2014,1302374,785202,697661,108078,9508
Mongolia,MNG,2016,963675,797698,1009954,236824,21404
Mongolia,MNG,2018,1132351,818310,995769,195046,22515
Montenegro,MNE,2005,401493,134309,71645,5411,1403
Montenegro,MNE,2006,417352,131117,59983,6573,0
Montenegro,MNE,2007,486814,86723,38885,1232,2221
Montenegro,MNE,2008,514190,76207,23749,2244,579
Montenegro,MNE,2009,511664,66920,36063,3647,0
Montenegro,MNE,2010,476547,106889,32702,3290,0
Montenegro,MNE,2011,466759,104770,42171,5069,1310
Montenegro,MNE,2012,425462,134738,47148,5407,7846
Montenegro,MNE,2013,442060,108062,55341,9294,6450
Montenegro,MNE,2014,451270,125083,42327,3130,0
Montenegro,MNE,2015,398777,91161,82647,41201,8373
Montenegro,MNE,2016,431271,83125,70930,21579,15398
Montenegro,MNE,2017,443069,72006,63563,23125,20610
Montenegro,MNE,2018,432292,75043,75505,21717,17670
Morocco,MAR,1984,2018152,2902156,8698926,5319167,2878870
Morocco,MAR,1990,5305977,4740854,8511314,4850764,1161905
Morocco,MAR,1998,4355718,4415501,10198030,6494918,2327658
Morocco,MAR,2000,4769498,4313024,10179068,7027309,2265516
Morocco,MAR,2006,6731894,5857392,12015747,4919970,1308019
Morocco,MAR,2013,11575055,7995840,10933721,2811089,487822
Mozambique,MOZ,1996,243949,204742,872325,1463274,13295263
Mozambique,MOZ,2002,252438,207385,934272,2234925,15065926
Mozambique,MOZ,2008,352180,298364,1618115,4111162,15465750
Mozambique,MOZ,2014,905790,772026,2715557,4813688,16831643
Mozambique,MOZ,2019,606798,579325,2265354,4307460,22526658
Myanmar,MMR,2015,5503789,8482735,22040077,12256590,3200758
Myanmar,MMR,2017,6705266,9920018,25390934,9230980,1041143
Namibia,NAM,1993,207538,88280,195868,210133,808015
Namibia,NAM,2003,284598,137054,340289,466583,686901
Namibia,NAM,2009,359048,192385,449878,509427,557181
Namibia,NAM,2015,698416,275860,549372,402566,356490
Nauru,NRU,2012,1752,2253,4261,2003,175
Nepal,NPL,1984,60060,183718,1184216,3978193,11735423
Nepal,NPL,1995,324714,440761,2854134,6383292,12302670
Nepal,NPL,2003,1375122,1277747,4892540,7785553,10351946
Nepal,NPL,2010,2199668,3124972,10963873,8634805,2238249
Netherlands,NLD,1983,13793842,144322,217417,145648,65841
Netherlands,NLD,1987,14524936,32243,41634,29642,36582
Netherlands,NLD,1990,14655121,35387,40609,77945,142448
Netherlands,NLD,1993,14720476,115076,154186,109690,190940
Netherlands,NLD,1999,15655971,41109,37133,45793,32082
Netherlands,NLD,2004,16060652,95726,55326,31670,38405
Netherlands,NLD,2005,16138572,107644,39455,9991,24206
Netherlands,NLD,2006,16220565,87573,19838,10640,7485
Netherlands,NLD,2007,16250533,64481,57048,4944,4690
Netherlands,NLD,2008,16313211,35194,62362,12853,21973
Netherlands,NLD,2009,16428804,35427,25962,21884,18311
Netherlands,NLD,2010,16557546,26449,13107,10410,7882
Netherlands,NLD,2011,16617426,12869,34392,12353,16034
Netherlands,NLD,2012,16690922,32502,15899,2932,12707
Netherlands,NLD,2013,16691165,65226,22000,11442,14599
Netherlands,NLD,2014,16760206,40348,29098,25623,9733
Netherlands,NLD,2015,16838678,34404,44254,12141,10446
Netherlands,NLD,2016,16922748,47573,34431,17742,7820
Netherlands,NLD,2017,16976955,83799,19704,18500,32338
Netherlands,NLD,2018,17117122,50117,35853,11142,17390
Netherlands,NLD,2019,17212538,62790,49327,3615,16604
Netherlands,NLD,2020,17350929,47915,23612,14167,4877
Nicaragua,NIC,1993,616225,544887,1277301,1045293,1042983
Nicaragua,NIC,1998,638115,603517,1646518,1212954,873448
Nicaragua,NIC,2001,565845,642475,1657862,1350800,975782
Nicaragua,NIC,2005,585917,708138,1756056,1463234,941333
Nicaragua,NIC,2009,1420815,1056763,1894085,921361,477615
Nicaragua,NIC,2014,2307989,1287713,1716362,651926,244686
Niger,NER,1992,38024,49946,295567,1009185,7514922
Niger,NER,1994,34388,60971,326809,952811,8118345
Niger,NER,2005,128104,130411,732925,1710160,11153621
Niger,NER,2007,127008,181957,735160,2100662,11753086
Niger,NER,2011,146647,248474,1622685,4798817,10466489
Niger,NER,2014,189112,457085,2767748,5581506,10376563
Niger,NER,2018,546349,589432,3117327,6830887,11493063
Nigeria,NGA,1985,1630258,3915288,15673142,22394528,39972035
Nigeria,NGA,1992,2629713,5024629,18616513,21462006,52449184
Nigeria,NGA,1996,3939102,4196182,15109139,22891697,64820063
Nigeria,NGA,2003,2594616,5447162,24466084,36875611,63736328
Nigeria,NGA,2010,4483559,10303459,39917559,50099344,56148932
Nigeria,NGA,2012,4947020,11139136,43241439,53213486,57534851
Nigeria,NGA,2015,6199362,13047488,48270827,57127268,59350840
Nigeria,NGA,2018,6096584,12060043,54308731,64693304,61228961
North Macedonia,MKD,1998,563314,635474,618697,167227,22811
North Macedonia,MKD,2000,460461,463411,693074,303676,105728
North Macedonia,MKD,2002,1003216,402829,462955,121732,29425
North Macedonia,MKD,2003,964683,423196,466826,146861,25207
North Macedonia,MKD,2004,1242250,350097,349463,75166,15568
North Macedonia,MKD,2005,1038269,406457,434025,127630,30474
North Macedonia,MKD,2006,1003207,413131,432757,133170,57963
North Macedonia,MKD,2008,1227167,368967,356574,81160,13030
North Macedonia,MKD,2009,788937,425243,454867,181321,200303
North Macedonia,MKD,2010,872329,405888,408244,153832,214711
North Macedonia,MKD,2011,902223,390619,445829,132807,187061
North Macedonia,MKD,2012,926584,398117,444870,148997,142476
North Macedonia,MKD,2013,928624,431094,455873,140581,107860
North Macedonia,MKD,2014,1011916,439322,398960,123891,93382
North Macedonia,MKD,2015,1085463,389350,386075,95423,113915
North Macedonia,MKD,2016,1208038,347382,316699,112567,87804
North Macedonia,MKD,2017,1251587,344473,287558,97656,93228
North Macedonia,MKD,2018,1290256,354080,284161,77159,70561
North Macedonia,MKD,2019,1382842,299701,239302,99539,55310
Norway,NOR,1979,3962192,59568,31014,10477,9266
Norway,NOR,1986,4126662,20410,10077,0,10205
Norway,NOR,1991,4219429,11498,10551,0,20254
Norway,NOR,1995,4305658,20891,11230,0,21405
Norway,NOR,2000,4457344,11718,11348,0,10557
Norway,NOR,2003,4535161,13254,5843,1261,9336
Norway,NOR,2004,4546573,18963,12147,2066,12161
Norway,NOR,2005,4584934,15477,10184,3359,9337
Norway,NOR,2006,4609452,19838,18909,6373,6105
Norway,NOR,2007,4678510,5939,11348,7390,5966
Norway,NOR,2008,4731568,14687,7929,3217,10811
Norway,NOR,2009,4801298,12291,8870,2069,4198
Norway,NOR,2010,4854931,15431,10801,707,7382
Norway,NOR,2011,4928468,12217,5453,2117,4833
Norway,NOR,2012,4991400,10307,7782,3197,5887
Norway,NOR,2013,5047161,10617,12372,2847,6626
Norway,NOR,2014,5107673,11499,10683,1576,5801
Norway,NOR,2015,5153351,15615,8376,2442,8823
Norway,NOR,2016,5178712,17456,16060,7599,14692
Norway,NOR,2017,5227108,18603,13036,2831,15390
Norway,NOR,2018,5278581,7477,10350,1991,13517
Norway,NOR,2019,5308532,11573,14307,5113,8371
Other high income countries (PIP),,1990,859296568,24199966,12061271,2723689,3851348
Other high income countries (PIP),,1991,869372188,22451290,11860007,2517970,4102626
Other high income countries (PIP),,1992,876224971,22916915,12182748,2934030,4518789
Other high income countries (PIP),,1993,882363735,23330503,12842305,2818186,5185569
Other high income countries (PIP),,1994,891564687,22067515,12152278,3027238,4881183
Other high income countries (PIP),,1995,900643434,21284182,11069601,2776073,4861501
Other high income countries (PIP),,1996,909743360,19505163,11238954,1954376,5310964
Other high income countries (PIP),,1997,918362844,18733139,10273872,2083781,5248713
Other high income countries (PIP),,1998,925513385,18375453,9480520,2761818,5318481
Other high income countries (PIP),,1999,935375330,16202878,9475329,2017182,5041484
Other high income countries (PIP),,2000,944007884,15116798,8482547,2711759,4776238
Other high income countries (PIP),,2001,952461559,14388797,7786591,2778801,4757694
Other high income countries (PIP),,2002,959849488,14280933,7812186,2499573,4796620
Other high income countries (PIP),,2003,966131495,13755726,7927782,2606777,5659926
Other high income countries (PIP),,2004,974397698,13203842,7763234,2310311,5429398
Other high income countries (PIP),,2005,982108671,13235847,7199531,2488681,5436462
Other high income countries (PIP),,2006,990886467,12569291,7800906,2450856,5222832
Other high income countries (PIP),,2007,1002737772,12076927,5796374,2534530,5123437
Other high income countries (PIP),,2008,1010454015,12224695,7106016,2857397,5279554
Other high income countries (PIP),,2009,1021075234,11114011,6324787,2463455,5459743
Other high income countries (PIP),,2010,1028282225,10885170,6727369,2397305,5432633
Other high income countries (PIP),,2011,1030795671,11983775,7176945,2523873,5887684
Other high income countries (PIP),,2012,1035780231,11975098,7700796,2861896,6229622
Other high income countries (PIP),,2013,1041425058,12131483,7928283,2630584,6846710
Other high income countries (PIP),,2014,1047687007,12972103,6553278,2998418,7332058
Other high income countries (PIP),,2015,1054866151,10745127,8551181,1863740,8005510
Other high income countries (PIP),,2016,1063100675,10509888,7218725,2884929,6925942
Other high income countries (PIP),,2017,1069310507,10542252,6384689,2612533,7661310
Other high income countries (PIP),,2018,1077148542,9941491,5675076,2509097,6837301
Other high income countries (PIP),,2019,1083356245,8929119,5994049,2116718,6570280
Other high income countries (PIP),,2020,1088220819,10445625,6705319,2532959,3986946
Pakistan,PAK,1987,849738,1531888,7985529,23685181,70198757
Pakistan,PAK,1990,916910,1335441,9754713,28259978,75147027
Pakistan,PAK,1996,2706355,4508633,33940201,65484397,30595224
Pakistan,PAK,1998,3967171,5578243,31701920,60910934,43317838
Pakistan,PAK,2001,2262130,4135461,29638857,70201207,52980072
Pakistan,PAK,2004,4959996,8403662,46641115,76167095,34476752
Pakistan,PAK,2005,5228030,8095991,47462056,78193823,35392198
Pakistan,PAK,2007,5885519,9736106,56040587,83157951,27104358
Pakistan,PAK,2010,6928921,11769382,73817974,83694764,18243457
Pakistan,PAK,2011,8322729,13241259,74388866,83608082,19041802
Pakistan,PAK,2013,9215569,18418408,86175463,76409851,15118271
Pakistan,PAK,2015,13514889,20730318,92317502,73625661,10780928
Pakistan,PAK,2018,12168229,21820009,98207280,76697820,10838141
Palestine,PSE,2004,1680106,793315,646145,97976,19084
Palestine,PSE,2005,1824184,782275,607134,100077,6726
Palestine,PSE,2006,1861446,874218,603221,56765,10684
Palestine,PSE,2007,1723762,802488,790286,130526,47434
Palestine,PSE,2009,2132670,883819,608099,54730,9781
Palestine,PSE,2010,2195175,875175,639672,74488,1651
Palestine,PSE,2011,2298046,902041,611465,64094,7340
Palestine,PSE,2016,2553446,917011,761855,112822,21954
Panama,PAN,1979,849747,300023,412368,230198,119478
Panama,PAN,1989,879586,315725,440241,223776,539207
Panama,PAN,1991,948610,347936,482344,219977,503177
Panama,PAN,1995,1292859,353690,450724,198383,420411
Panama,PAN,1997,1324388,398087,490125,213218,402174
Panama,PAN,1998,1340864,424926,492152,210073,417162
Panama,PAN,1999,1438267,430245,504451,208886,361271
Panama,PAN,2000,1517216,431639,503602,216937,332337
Panama,PAN,2001,1418079,417021,524498,270960,430466
Panama,PAN,2002,1524897,433553,550381,313656,298503
Panama,PAN,2003,1571369,466232,544037,284331,315639
Panama,PAN,2004,1663839,451939,555365,286951,285217
Panama,PAN,2005,1699958,465851,597664,259248,283147
Panama,PAN,2006,1740963,486465,554775,270073,316297
Panama,PAN,2007,1900742,484868,535505,281750,228749
Panama,PAN,2008,2212274,470547,444770,225317,142368
Panama,PAN,2009,2276017,464263,533260,195815,89988
Panama,PAN,2010,2395843,441162,458023,205673,122916
Panama,PAN,2011,2581748,430429,408262,177780,90455
Panama,PAN,2012,2628961,421456,379285,195049,130111
Panama,PAN,2013,2732946,394454,425611,182768,85777
Panama,PAN,2014,2829777,404302,365976,176205,112533
Panama,PAN,2015,2990141,357614,388902,160533,59909
Panama,PAN,2016,3092729,348971,350170,173389,61077
Panama,PAN,2017,3147398,376202,354638,131925,85900
Panama,PAN,2018,3300135,342708,338725,125138,58549
Panama,PAN,2019,3386941,334402,353056,115634,42499
Panama,PAN,2021,3350903,441142,371237,139762,48223
Papua New Guinea,PNG,1996,157669,296806,721045,1090846,2519529
Papua New Guinea,PNG,2009,299560,421404,1652517,2065158,2920251
Paraguay,PRY,1990,2352937,822616,694344,141025,48273
Paraguay,PRY,1995,1922519,672317,927256,510800,571025
Paraguay,PRY,1997,2353948,633531,849719,472609,508482
Paraguay,PRY,1999,2174668,772099,1055589,510681,512994
Paraguay,PRY,2001,2291274,859933,1099921,494450,465963
Paraguay,PRY,2002,1762871,791921,1292091,739915,699714
Paraguay,PRY,2003,2055651,906458,1321345,625348,444452
Paraguay,PRY,2004,2130843,968046,1378637,629647,309151
Paraguay,PRY,2005,2289043,1043787,1321597,489880,332571
Paraguay,PRY,2006,2148297,961032,1347755,637709,439882
Paraguay,PRY,2007,2348874,989302,1319429,494144,438396
Paraguay,PRY,2008,2516459,1025881,1302229,556596,243983
Paraguay,PRY,2009,2644309,1023909,1201461,504000,328895
Paraguay,PRY,2010,2832049,972249,1184539,464825,314951
Paraguay,PRY,2011,3082070,877276,1128640,460950,295003
Paraguay,PRY,2012,3379862,944290,997334,404512,197324
Paraguay,PRY,2013,3621794,987358,988107,301038,107355
Paraguay,PRY,2014,3789366,922078,917557,314697,147023
Paraguay,PRY,2015,3832648,948724,955252,324480,116846
Paraguay,PRY,2016,3729719,1053255,1033634,343832,106175
Paraguay,PRY,2017,3902603,1115773,1005631,269023,62374
Paraguay,PRY,2018,4133996,1044104,893427,281164,90637
Paraguay,PRY,2019,4236624,1009913,949327,268110,66052
